id	title	company	company_slug	location	type	posted	role_category	seniority	culture_values	glassdoor_rating	apply_url	profile_url	jobs_filter_url	post_count	last_posted	status	og_image
28	Acquisition Account Manager, Milan - Experiences (12 month FTC)	Airbnb	airbnb	Milan, Italy 	Full-time	2w ago	Sales	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7634636?gh_jid=7634636?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb		03/15/26 04:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=airbnb
29	Account Executive, Academic Medical Centers	Anthropic	anthropic	New York City, NY; San Francisco, CA	Full-time	2d ago	Sales	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5101832008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic		03/15/26 05:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=anthropic
30	Account Executive, Enterprise (Bengaluru, India)	Figma	figma	Bengaluru, India	Full-time	3w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5579204004?gh_jid=5579204004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma		03/15/26 06:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=figma
31	Account Executive, Corporate - Benelux	HubSpot	hubspot	Amsterdam, North Holland, Netherlands	Full-time	3w ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7597469?gh_jid=7597469?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot		03/15/26 07:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=hubspot
32	AI Applications Ops Lead, IPS	Scale AI	scale	Doha, Qatar; London, UK	Full-time	3w ago	Other	Lead / Manager	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4654510005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale		03/15/26 08:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=scale
33	Account Executive, Digital Native US	Mistral AI	mistral	Palo Alto	Full-time	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/618c9763-cb22-4343-baca-cf1cf6b05f5c?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral		03/15/26 09:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=mistral
34	Fraud Strategy Analyst (All Levels)	Ramp	ramp	New York, NY (HQ)	FullTime	3w+ ago	Other	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/caf900ec-0107-436b-88bf-2bc24174e6b9?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp		03/15/26 10:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=ramp
35	Senior Member of Technical Staff, MLE (Middle East)	Cohere	cohere	Riyadh	FullTime	3w+ ago	Other	Staff / Principal	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/6142564c-1e47-48f7-9519-2ce857c92ed9?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere		03/15/26 11:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=cohere
36	Event Manager - EMEA	ElevenLabs	elevenlabs	United Kingdom	FullTime	3w+ ago	Other	Lead / Manager	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/dc6aff32-59fe-4500-98ed-08ce0255be2b?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs		03/15/26 12:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
37	Senior iOS Software Engineer	Perplexity AI	perplexity	San Francisco	FullTime	3w+ ago	Engineering	Senior	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/1dc97d9e-565e-4079-9fba-40fab14a3602?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity		03/15/26 01:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=perplexity
38	Commercial Account Executive, Install Base	Vercel	vercel	Hybrid - London	Full-time	2d ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5807377004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel		03/15/26 02:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=vercel
39	Account Executive, SMB	Apollo.io	apollo	Hybrid, London	Full-time	2w ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5545298004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo		03/15/26 03:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=apollo
40	Software Engineer, Client Infrastructure	Cursor (Anysphere)	cursor	SF / NY / Remote	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/e08262e8-c089-488d-9b59-9e21f7702b64?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor		03/15/26 04:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=cursor
41	Customer Support Engineer (GPU Cluster), India 	Together AI	together	India	Full-time	3d ago	Engineering	Mid-Level	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4840844007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together		03/15/26 05:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=together
42	API Deployment Manager	Runway	runway	New York; San Francisco	Full-time	1mo ago	Other	Lead / Manager	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4646488005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway		03/15/26 06:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=runway
43	Member of Technical Staff - Product (Frontend)	Modal	modal	New York	FullTime	3w+ ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/dd84cf88-1f13-4f39-b371-237e103fce34?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal		03/15/26 07:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=modal
44	Senior / Staff Fullstack Engineer	Linear	linear	North America	FullTime	3w+ ago	Engineering	Staff / Principal	Deep Work / Low Meetings, Remote-Friendly, Async Communication, Engineering-Driven, Direct Product Impact, Work-Life Balance	4.6	https://jobs.ashbyhq.com/linear/cd5ae036-0223-427a-b038-ba16ef9dcb32?ref=jobsbyculture.com	https://jobsbyculture.com/companies/linear	https://jobsbyculture.com/jobs?company=linear		03/15/26 08:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=linear
45	Cloud Machine Learning Engineer - EMEA remote	Hugging Face	huggingface	Paris, Île-de-France, France	Full-time	3w ago	ML / AI	Mid-Level	Open Source Culture, Flat Hierarchy, Remote-Friendly, Flexible Hours, Transparency, Wears Many Hats, Async Communication	3.8	https://apply.workable.com/j/0CE9E806CC?ref=jobsbyculture.com	https://jobsbyculture.com/companies/huggingface	https://jobsbyculture.com/jobs?company=huggingface		03/15/26 09:02PM	posted	https://jobsbyculture.com/api/og?type=company&slug=huggingface
46	Principal Product Manager, Database	Pinecone	pinecone	New York City	FullTime	3w+ ago	Product	Staff / Principal	Remote-Friendly, Flexible Hours, Diverse & Inclusive, Learning & Growth, Direct Product Impact, Engineering-Driven	4.2	https://jobs.ashbyhq.com/pinecone/7261adcb-026d-4552-8f89-7a46156c40c5?ref=jobsbyculture.com	https://jobsbyculture.com/companies/pinecone	https://jobsbyculture.com/jobs?company=pinecone		03/15/26 10:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=pinecone
47	C++ Software Engineer — Systems	Vast AI	vast	Los Angeles, California, United States; San Francisco, California, United States	Full-time	3w+ ago	Engineering	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Flat Hierarchy, Wears Many Hats, Strong Comp & Equity	5	https://job-boards.greenhouse.io/vastai/jobs/4738994008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vast	https://jobsbyculture.com/jobs?company=vast		03/15/26 11:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=vast
48	Enterprise Account Executive - EMEA	Weaviate	weaviate	EMEA	FullTime	3w+ ago	Sales	Mid-Level	Remote-Friendly, Async Communication, Flat Hierarchy, Open Source Culture, Work-Life Balance, Diverse & Inclusive, Psychological Safety	4.3	https://jobs.ashbyhq.com/weaviate/ba44ca34-565a-485d-b1ee-6b8eda15abe7?ref=jobsbyculture.com	https://jobsbyculture.com/companies/weaviate	https://jobsbyculture.com/jobs?company=weaviate		03/16/26 12:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=weaviate
49	Account Executive, Singapore	Databricks	databricks	Singapore	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=7726495002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks		03/16/26 01:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=databricks
50	Account Executive, Bridge	Stripe	stripe	San Francisco or New York	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7547809?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe		03/16/26 02:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=stripe
51	Accounting Manager, Operations Accounting	CoreWeave	coreweave	Dallas, TX	Full-time	1w ago	Finance	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4611434006&board=coreweave&gh_jid=4611434006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave		03/16/26 03:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=coreweave
52	Acquisition Lead, Milan - Experiences (12 month FTC)	Airbnb	airbnb	Milan, Italy	Full-time	2w ago	Other	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7634722?gh_jid=7634722?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb		03/16/26 04:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=airbnb
53	Account Executive, Mid Market - UKI	Anthropic	anthropic	Dublin, IE	Full-time	2d ago	Sales	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4978296008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic		03/16/26 05:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=anthropic
54	Account Executive, Enterprise (Berlin, Germany)	Figma	figma	Berlin, Germany	Full-time	1mo ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5783812004?gh_jid=5783812004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma		03/16/26 06:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=figma
55	Account Executive, Corporate - Benelux	HubSpot	hubspot	Remote - Netherlands	Full-time	2mo ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5986323?gh_jid=5986323?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot		03/16/26 07:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=hubspot
56	AI Deployment Strategist, Enterprise	Scale AI	scale	San Francisco, CA; New York, NY	Full-time	3w ago	Other	Mid-Level	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4624152005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale		03/16/26 08:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=scale
57	Account Executive, Enterprise - New York	Mistral AI	mistral	New York, NY	Full-time	2mo ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/ed08b81f-9c52-4f86-addd-c4c06f3b114a?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral		03/16/26 09:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=mistral
58	Mobile Engineer, Android	Ramp	ramp	New York, NY (HQ)	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/f564dcf9-9390-4a3f-896f-8047a5086040?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp		03/16/26 10:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=ramp
59	Member of Technical Staff, Modeling	Cohere	cohere	London	FullTime	3w+ ago	Other	Staff / Principal	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/3136a5a5-06fd-4c82-8b72-a43467e6b128?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere		03/16/26 11:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=cohere
60	Full-Stack Growth Engineer	ElevenLabs	elevenlabs	United Kingdom	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/5881bc5d-765a-430e-9d28-7d598a0e1a03?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs		03/16/26 12:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
61	AI Inference Engineer	Perplexity AI	perplexity	San Francisco	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/8a976851-9bef-4b07-8d36-567fa9540aef?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity		03/16/26 01:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=perplexity
62	Compliance Automation Engineer	Vercel	vercel	Remote - United States	Full-time	2d ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5787037004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel		03/16/26 02:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=vercel
63	Account Executive, SMB	Apollo.io	apollo	Hybrid, Austin	Full-time	1w ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5812436004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo		03/16/26 03:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=apollo
64	Sales Manager	Cursor (Anysphere)	cursor	SF / NY	FullTime	3w+ ago	Sales	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/01797b35-0915-4a58-be75-334bdf0ee3df?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor		03/16/26 04:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=cursor
65	Director, Data Center Strategy and Site Selection	Together AI	together	San Francisco	Full-time	5d ago	Other	Director	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4949454007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together		03/16/26 05:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=together
66	Applied Research Lead, Generative Audio 	Runway	runway	Remote	Full-time	3w ago	Other	Lead / Manager	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4226014005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway		03/16/26 06:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=runway
67	Forward Deployed Engineer - ML	Modal	modal	New York	FullTime	3w+ ago	Engineering	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/9fadb51f-ce11-41b1-84d5-470e66cc8ee9?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal		03/16/26 07:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=modal
68	Senior / Staff Product Engineer	Linear	linear	Europe	FullTime	3w+ ago	Engineering	Staff / Principal	Deep Work / Low Meetings, Remote-Friendly, Async Communication, Engineering-Driven, Direct Product Impact, Work-Life Balance	4.6	https://jobs.ashbyhq.com/linear/069c4628-88d7-4e4d-b393-c996fc7f3076?ref=jobsbyculture.com	https://jobsbyculture.com/companies/linear	https://jobsbyculture.com/jobs?company=linear		03/16/26 08:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=linear
69	Cloud Machine Learning Engineer - US remote	Hugging Face	huggingface	United States	Full-time	3w+ ago	ML / AI	Mid-Level	Open Source Culture, Flat Hierarchy, Remote-Friendly, Flexible Hours, Transparency, Wears Many Hats, Async Communication	3.8	https://apply.workable.com/j/A3879724CD?ref=jobsbyculture.com	https://jobsbyculture.com/companies/huggingface	https://jobsbyculture.com/jobs?company=huggingface		03/16/26 09:01PM	posted	https://jobsbyculture.com/api/og?type=company&slug=huggingface
70	Inside Sales Manager	Pinecone	pinecone	New York City	FullTime	3w+ ago	Sales	Lead / Manager	Remote-Friendly, Flexible Hours, Diverse & Inclusive, Learning & Growth, Direct Product Impact, Engineering-Driven	4.2	https://jobs.ashbyhq.com/pinecone/e925575a-9d9b-4739-8d5e-eb1a0d12e9fe?ref=jobsbyculture.com	https://jobsbyculture.com/companies/pinecone	https://jobsbyculture.com/jobs?company=pinecone		03/16/26 10:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=pinecone
71	Data Engineer — Analytics Infrastructure (Foundational Hire)	Vast AI	vast	Los Angeles, California, United States	Full-time	3w+ ago	Data	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Flat Hierarchy, Wears Many Hats, Strong Comp & Equity	5	https://job-boards.greenhouse.io/vastai/jobs/4959529008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vast	https://jobsbyculture.com/jobs?company=vast		03/16/26 11:02PM	posted	https://jobsbyculture.com/api/og?type=company&slug=vast
72	Enterprise Account Executive (US - West)	Weaviate	weaviate	United States	FullTime	3w+ ago	Sales	Mid-Level	Remote-Friendly, Async Communication, Flat Hierarchy, Open Source Culture, Work-Life Balance, Diverse & Inclusive, Psychological Safety	4.3	https://jobs.ashbyhq.com/weaviate/676139ff-9b72-4ee4-9e40-2bb52c6e96bd?ref=jobsbyculture.com	https://jobsbyculture.com/companies/weaviate	https://jobsbyculture.com/jobs?company=weaviate		03/17/26 12:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=weaviate
73	Account Executive - West	Databricks	databricks	Mumbai, India	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=6918763002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks		03/17/26 01:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=databricks
74	Account Executive, Enterprise AUNZ	Stripe	stripe	Sydney, Australia	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7317016?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe		03/17/26 02:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=stripe
75	Account Manager (W&B)	CoreWeave	coreweave	San Francisco, CA / Sunnyvale, CA 	Full-time	1w ago	Sales	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4649877006&board=coreweave&gh_jid=4649877006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave		03/17/26 03:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=coreweave
76	Acquisition Lead, Rome - Experiences (12 month FTC)	Airbnb	airbnb	Rome, Italy	Full-time	2w ago	Other	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7634675?gh_jid=7634675?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb		03/17/26 04:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=airbnb
77	Account Executive, Mid Market - UKI	Anthropic	anthropic	Dublin, IE	Full-time	2d ago	Sales	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4948535008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic		03/17/26 05:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=anthropic
78	Account Executive, Enterprise (London, United Kingdom)	Figma	figma	London, England	Full-time	3w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5458801004?gh_jid=5458801004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma		03/17/26 06:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=figma
79	Account Executive - Enterprise	HubSpot	hubspot	Remote - USA	Full-time	1w ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5990250?gh_jid=5990250?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot		03/17/26 07:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=hubspot
80	AI Deployment Strategist, Enterprise	Scale AI	scale	London, UK	Full-time	3w ago	Other	Mid-Level	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4641500005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale		03/17/26 08:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=scale
81	Account Executive, Enterprise - SF Bay Area	Mistral AI	mistral	Palo Alto	Full-time	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/25757afe-9b9d-4be7-87e1-e744eaa01105?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral		03/17/26 09:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=mistral
82	Software Engineer, Frontend	Ramp	ramp	New York, NY (HQ)	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/4e64ab86-4e30-403b-b1b9-41dc052570ce?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp		03/17/26 10:00AM	posted	https://jobsbyculture.com/api/og?type=company&slug=ramp
83	Senior Member of Technical Staff, Multimodal AI	Cohere	cohere	San Francisco	FullTime	3w+ ago	Other	Staff / Principal	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/443368a3-6276-4b90-9671-27fed40fd6d2?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere		03/17/26 11:01AM	posted	https://jobsbyculture.com/api/og?type=company&slug=cohere
84	Developer Relations Engineer	ElevenLabs	elevenlabs	United Kingdom	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/40e06dd8-5108-4ec8-ab62-a3f1d1715794?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs		03/17/26 12:00PM	posted	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
