id	title	company	company_slug	location	type	posted	role_category	seniority	culture_values	glassdoor_rating	apply_url	profile_url	jobs_filter_url	post_count	last_posted	status	og_image
2856	Staff Business Systems Engineer – Finance Systems	CoreWeave	coreweave	Sunnyvale, CA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4645231006&board=coreweave&gh_jid=4645231006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2857	Staff Software Engineer, Network Infrastructure	Airbnb	airbnb	Remote - USA	Full-time	3w ago	Engineering	Staff / Principal	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7600470?gh_jid=7600470?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2858	Product Support Specialist, Weekend Coverage	Anthropic	anthropic	Dublin, IE	Full-time	2d ago	Support	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5138059008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2859	Executive Assistant, Sales	Figma	figma	London, England	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5764896004?gh_jid=5764896004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2860	Technical Lead II, Frontend - Messaging Strategy	HubSpot	hubspot	Flex - London, United Kingdom	Full-time	3w ago	Engineering	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7609979?gh_jid=7609979?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2861	Named Hunter Enterprise Account Executive (Nordics)	Databricks	databricks	Remote - Denmark	Full-time	2d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8400281002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2862	KYC Operations Associate, India	Stripe	stripe	LOCATION	Full-time	1d ago	Operations	Junior / Entry	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7543885?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2863	Staff, Energy Operations	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA / Richmond, VA	Full-time	2d ago	Operations	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4660515006&board=coreweave&gh_jid=4660515006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2864	Staff Software Engineer, Performance 	Airbnb	airbnb	Remote - USA	Full-time	1mo ago	Engineering	Staff / Principal	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/6996864?gh_jid=6996864?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2865	Product Support Specialist, Weekend Coverage	Anthropic	anthropic	Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY	Full-time	2d ago	Support	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5111743008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2866	GTM Strategy Manager	Figma	figma	New York, NY · United States	Full-time	2w ago	Sales	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5739002004?gh_jid=5739002004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2867	UK/I Customer Success Manager - SMB	HubSpot	hubspot	Remote - Ireland	Full-time	6d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7668684?gh_jid=7668684?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2868	Named Hunter Enterprise Account Executive (Nordics)	Databricks	databricks	Stockholm, Sweden	Full-time	2d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8402166002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2869	Launch Manager, EMEA	Stripe	stripe	Dublin	Full-time	1d ago	Other	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7443108?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2870	Staff Engineer, Data Infrastructure Services	CoreWeave	coreweave	Bellevue, WA / Sunnyvale, CA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4592097006&board=coreweave&gh_jid=4592097006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2871	Staff Software Engineer, Technical Lead - KV Stores & Caching	Airbnb	airbnb	United States	Full-time	1mo ago	Engineering	Staff / Principal	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7527285?gh_jid=7527285?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2872	Prompt Engineer, Agent Prompts & Evals	Anthropic	anthropic	San Francisco, CA | New York City, NY	Full-time	2d ago	Engineering	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5107121008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2873	GTM Systems Analyst	Figma	figma	San Francisco, CA · New York, NY · United States	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5811266004?gh_jid=5811266004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2874	UK/I Customer Success Manager - SMB	HubSpot	hubspot	Dublin, Ireland	Full-time	6d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7579059?gh_jid=7579059?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2875	New Business Enterprise Account Executive (Public Sector - Local Government and Non Profit)	Databricks	databricks	London, United Kingdom	Full-time	1w ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8309135002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2876	Launch Solutions Architect	Stripe	stripe	Chicago	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7650081?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2877	Staff Engineer - Perf and Benchmarking	CoreWeave	coreweave	Sunnyvale, CA / Bellevue, WA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4627302006&board=coreweave&gh_jid=4627302006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2878	Staff Technical Program Manager, Reliability & Observability	Airbnb	airbnb	United States	Full-time	1mo ago	Product	Staff / Principal	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7558202?gh_jid=7558202?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2879	Protective Intelligence Analyst	Anthropic	anthropic	San Francisco, CA | Seattle, WA	Full-time	2d ago	Other	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5114931008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2880	Inside Sales Representative - Early Career (2026)	Figma	figma	New York, NY	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5726175004?gh_jid=5726175004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2881	UK/I Customer Success Manager - SMB	HubSpot	hubspot	London, United Kingdom	Full-time	6d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7668683?gh_jid=7668683?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2882	Partner Development Representative - AWS	Databricks	databricks	Chicago, Illinois; Denver, Colorado	Full-time	2d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8348882002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2883	Leadership Onboarding Partner	Stripe	stripe	San Francisco	Full-time	1d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7488424?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2884	Staff Frontend Engineer, DC Infrastructure Tooling	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA	Full-time	6d ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4659095006&board=coreweave&gh_jid=4659095006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2885	Staff UX Researcher	Airbnb	airbnb	United States	Full-time	1w ago	Design	Staff / Principal	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7482366?gh_jid=7482366?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2886	Recruiter, AI Research	Anthropic	anthropic	San Francisco, CA	Full-time	2d ago	ML / AI	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4604015008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2887	Inside Sales Representative	Figma	figma	São Paulo, Brazil	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5721644004?gh_jid=5721644004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2888	UK/I Customer Success Manager - SMB	HubSpot	hubspot	Remote - United Kingdom	Full-time	6d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7668685?gh_jid=7668685?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2889	Partner Development Representative - Azure	Databricks	databricks	Chicago, Illinois; Denver, Colorado	Full-time	2d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8412993002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2890	Legal Counsel, EMEA Marketing	Stripe	stripe	Dublin, London	Full-time	1d ago	Marketing	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7557920?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2891	Staff Power Engineer	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4651528006&board=coreweave&gh_jid=4651528006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2892	Strategic Partnerships & Business Development Lead	Airbnb	airbnb	Sydney, Australia	Full-time	1w ago	Sales	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7585583?gh_jid=7585583?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2893	Recruiting Data Engineering & Analytics	Anthropic	anthropic	San Francisco, CA | Seattle, WA	Full-time	2d ago	HR / People	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4886415008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2894	Inside Sales Representative	Figma	figma	Tokyo, Japan	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5727166004?gh_jid=5727166004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2895	Vertriebsmitarbeiter/in | Sales Manager - Großkunden, DACH	HubSpot	hubspot	Berlin, Germany	Full-time	4d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5986460?gh_jid=5986460?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2896	Partner Development Representative - SAP	Databricks	databricks	Singapore	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8322772002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2897	Legal Entity Controller	Stripe	stripe	Bangalore	Full-time	1d ago	Finance	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=6209187?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2898	Staff Production Engineer	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4644302006&board=coreweave&gh_jid=4644302006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2899	Strategic Partnerships Lead, Central and Eastern Europe	Airbnb	airbnb	Berlin, Germany	Full-time	5d ago	Sales	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7641058?gh_jid=7641058?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2900	Red Team Engineer, Safeguards	Anthropic	anthropic	Remote-Friendly (Travel-Required) | San Francisco, CA | Washington, DC	Full-time	2d ago	Engineering	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5070908008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2901	International Tax Manager	Figma	figma	San Francisco, CA · New York, NY · United States	Internship	2w ago	Other	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5802466004?gh_jid=5802466004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2902	Vertriebsmitarbeiter/in | Sales Manager - Großkunden, DACH (Remote)	HubSpot	hubspot	Remote - Germany	Full-time	4d ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5986461?gh_jid=5986461?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2903	Partner Enablement Scaled Programs Lead	Databricks	databricks	Bengaluru, India	Full-time	1w ago	Other	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=7839714002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2904	Loss Accounting, Operational & Analytics	Stripe	stripe	Seattle, San Francisco 	Full-time	1d ago	Finance	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7384489?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2905	Staff Production Engineer, Security	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA	Full-time	1w ago	Engineering	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4652240006&board=coreweave&gh_jid=4652240006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2906	Strategy and Business Growth Lead, Experiences	Airbnb	airbnb	Rome, Italy; Milan, Italy	Full-time	3w ago	Marketing	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7578602?gh_jid=7578602?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2907	Regional Head of Early Career Associates, Applied AI	Anthropic	anthropic	San Francisco, CA	Full-time	2d ago	Other	VP / Executive	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4947472008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
2908	IT Operations Specialist	Figma	figma	Singapore	Full-time	2w ago	Operations	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5770235004?gh_jid=5770235004&ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			expired	https://jobsbyculture.com/api/og?type=company&slug=figma
2909	Vertriebsmitarbeiter/in | Sales Manager - Mittelstand, DACH	HubSpot	hubspot	Berlin, Germany	Full-time	2mo ago	Sales	Lead / Manager	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5986427?gh_jid=5986427?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
2910	Partner Enablement Technical Lead	Databricks	databricks	United States	Full-time	4d ago	Other	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8435968002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
2911	Machine Learning Engineer, Payments ML Accelerator	Stripe	stripe	Seattle; San Francisco; New York City	Full-time	1d ago	ML / AI	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7079044?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
2912	Staff Product Manager, Identity and Access Management	CoreWeave	coreweave	Livingston, NJ / New York, NY / San Francisco, CA / Sunnyvale, CA / Bellevue, WA	Full-time	1w ago	Product	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4646540006&board=coreweave&gh_jid=4646540006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
2913	Strategy and Business Growth Lead, Experiences	Airbnb	airbnb	London, United Kingdom	Full-time	4d ago	Marketing	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7578629?gh_jid=7578629?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
2914	Research Compute Operations	Anthropic	anthropic	San Francisco, CA	Full-time	2d ago	Operations	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5120985008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
